UID,Name of Industrial Estate,District,Name of allootte Unit,Plot Number,Sector,Area at the time of allotment in Sq. Mtr.,Area at the time of Possession in Sq. Mtr.,Geometric Area,Constitution of Organization (Limited,Nature of Project,Proposed Product,PCB Category,Plot Status ,Proposed Investment (in cr.),Proposed Employment at time of allotment,Employment UK,email ID,Contact Number,Date of Allotment,Lease Deed,Lease Deed Date,Possession,Possession Date,Comment,Plot Status Date,Occupancy Certificate,Time Extension1,Time Extension1 Date,Time Extension Last,Time Extension Last Date,Land Use,Land Cost (per sq.m.),Maintenance cost towards common services (cost paid),Ref. No. - Layout Plan Approval from SIDA,Ref. No.- Building Plan Approval from SIDA,Whether industry is through FDI,Registration for SSI / EM1 / EM2 / UAM / IEM / SIA (Please select any one option),SSI / EM1 / EM2 / UAM / IEM / SIA,Subsidy From State Govt (Nil in case of No Subsidy) (in cr.),Policy under which the unit is established,Provide the name of Other Policy,NIC 5 Digit Code (as per NIC Code 2008),Women Entrepreneur,Electricity Connection,Electricity Supplier,Backup Electricity,Diesel Generator,CETP Connection,Water Connectiopn,Source of Water ,Time of Water Supply,Solid Waste Collection ,Time of Solid Waste Collection,Solar Panel,Rain Water Hasrvesting,Parking,Energy efficient fixtures,Energy Management Systems,Incubation Centre Provided,Warehouse ,Green Building,Gas Pipeline,Fire Extinguishing System,OH&S,Regulatory Authority (Property),Property Tax Payable,Regulatory AuthorityWater,Water Tax Payable,Regulatory Authority Environmental,Environmentall/Pollution Tax Payable,Total Tax payable (Rs.),Expenditure of Industry (p.a.)(Rs.),Revenue from Plots (p.a.)(Rs.),Permanent Male Employees,Permanent Female Employees,Permanent Total Employees,Contractual Male Employees,Contractual Female Employees,Contractual Total Employees,Differentally Abbled Employee,Skilled Male Employees,Skilled Female Employees,Skilled Total Employees,Semi-Skilled Male Employees,Semi-Skilled Female Employees,Semi-Skilled Total Employees,Unskilled Male Employees,Unskilled Female Employees,Unskilled Total Employees,Local Resident Male Employees,Local Resident Female Employees,Local Resident Total Employees,"Programme for skill training of employees. (Programme name, number of people trained, Month and Year of training","Harassment Prevention and Redressal (Harassment redressal team,","Sexual harassment redressal team, transport provision for women)","Community Dialogue (Website, Media Release, News Bulletin, Social Media, Other)","Community services such as drinking water supply, water harvesting, health camps etc.","Outreach activities: CSR Activities/ Clean up drives, health camp, public service activities etc.",Pollution Clearance,Date of pollution clearance taken by industry,Date of expiry of pollution clearance,Type of Emission,Air pollution- emission quality data,Reduction of Emission-Measures taken and compliance for air pollution control,"Air pollution monitoring system (online and offline monitoring, lab facilities, data display","facilities, data reporting systems )",Noise pollution data (as per regulatory authority),Whether EIA needed and done?,ISO Certification,"Green Building Certification IGBC, BREEA, LEED, DGNB)",Pre-assessment for Gold Rating,"Design of building (Passive Design, Building Orientation)",Record of major trees within plot,Any green measures taken up by industry,Incentives/ grants for greening industry/ resource efficiency etc.,Any National/ International Certification,(Mention Year of Certification),Property Tax payable (in Rs.),Regulatory Authority(property)
Ptn_00012_POLYTECHNIC,IIE Pantnagar, Udham Singh Nagar,-,POLYTECHNIC,,,,10333.7,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ptn_00014_04,05",IIE Pantnagar, Udham Singh Nagar,Siidcul Concor Infra Company Ltd,"04,05",14,154740.73,155649.79,123431,Company Pvt. Ltd.,Other,,N.A,Alloted,0,0,0,anooprawat16@gmail.com,,18-May-13,,,,10-Jun-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00014_1,IIE Pantnagar, Udham Singh Nagar,-,1,,,,51761.6,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00014_2,IIE Pantnagar, Udham Singh Nagar,HINDUSTAN ZINC LIMITED,2,14,93331,93331,97583.8,Company Public Ltd.,Import substitute,,N.A,Alloted,0,0,0,nikhil.sharma@vedanta.co.in,"98,292,105,238,938,800,000",14-Jan-09,,20-Mar-09,,4-Feb-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_00014_3,IIE Pantnagar, Udham Singh Nagar,Parle Biscuits Pvt Ltd,3,14,72288,72288,67416.6,Company Public Ltd.,Food Processing,Biscuits & Other Food products,N.A,In Production,30.1,0,0,nikhil.sharma@vedanta.co.in,9568005519,19-Aug-11,,12-Dec-11,,4-Feb-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_1,IIE Pantnagar, Udham Singh Nagar,Kamal Industries,1,0IIDC,1000,1000,1005.82,Proprietor,Metals,Pressure Cooker etc,RED,In Production,1.36,34,22,kamal.cooker@gmail.com,9058583235,7-May-05,Yes,1-May-06,Yes,24-Jun-06,,18-Aug-08,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_11,IIE Pantnagar, Udham Singh Nagar,SUPREME AUTOSHELL,11,0IIDC,842,842,857.278,Proprietor,Auto & Auto Components,SHEET METAL AUTO COMPONENTS,Orange,Closed,0.38,12,-,ajay.sharma@supremegroup.co.in,"817,173,648,409,922,000,000",31-Aug-05,Yes,20-Oct-12,Yes,7-Nov-12,,16-Jul-12,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_12,IIE Pantnagar, Udham Singh Nagar,PERFECT SALES CORPORATION,12,0IIDC,842,842,856.952,Partnership,Other,INSTRUMENT TRANSFORMERS ETC,Green,In Production,1.14,42,30,info@perfectsales.net,"98,110,264,339,811,000,000",16-Jan-06,Yes,21-Feb-06,Yes,22-Feb-06,,16-Jul-07,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_13,IIE Pantnagar, Udham Singh Nagar,SURE FOR CURE FORMULATIONS PVT LTD,13,0IIDC,842,842,855.098,Company Pvt. Ltd.,Pharmaceuticals,Pharmaceuticals,Green,In Production,0.05,16,10,sureforcureformulations@gmail.com,"941,561,946,388,812,000,000,000,000,000",31-Aug-05,Yes,29-Nov-05,Yes,30-Nov-05,,21-Apr-08,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_14,IIE Pantnagar, Udham Singh Nagar,-,14,,,,859.169,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_15,IIE Pantnagar, Udham Singh Nagar,APEX INDUSTRIES,15,0IIDC,842,842,856.509,Partnership,Food Processing,POTATO WAPPER,Green,In Production,0.19,21,12,rbbhatt@apexindustries.in,9810701114,15-Apr-05,Yes,16-Jun-06,Yes,26-Jun-06,,1-Jul-09,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_16,IIE Pantnagar, Udham Singh Nagar,Shanu Enterprisess,16,0IIDC,822,822,837.696,Proprietor,Auto & Auto Components,Gaskets For Automobile Packaging,Orange,In Production,0.16,24,15,shanu.rdr@rediffmail.com,8439185039,13-Aug-05,Yes,7-Oct-05,Yes,7-Oct-05,,7-Mar-07,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_17,IIE Pantnagar, Udham Singh Nagar,DIAMOND FOREVER INTERNATIONAL,17,0IIDC,822,822,832.24,Partnership,Other,"MFG, REFINING OF PRECIOUS METALES (GOLD, SILVER, PLATNIUM ETC)",Green,In Production,0.78,14,9,qfi.rudrapur@gmail.com,"99,970,197,618,791,700,000",13-Aug-05,Yes,24-Sep-13,Yes,28-Sep-13,,24-Jan-14,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_18,IIE Pantnagar, Udham Singh Nagar,GOLDEN WING AGENCIES,18,0IIDC,822,822,837.004,Partnership,Other,RMG (Export),Green,Closed,0.11,13,-,rupesht853@gmail.com,9891081700,13-Jan-06,Yes,29-Aug-06,Yes,13-Mar-07,,16-Jul-12,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_19,IIE Pantnagar, Udham Singh Nagar,Naika industries Pvt Ltd,19,0IIDC,822,822,832.127,Company Pvt. Ltd.,Auto & Auto Components,Clutch Plate,Orange,Under Construction,0.65,34,30,info@baazautos.com,9891109999,10-May-06,Yes,24-Mar-18,No,,,,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ptn_0IIDC_2,10",IIE Pantnagar, Udham Singh Nagar,Transcon Power Pvt Ltd,"2,10",0IIDC,1842,1842,1860.94,Company Pvt. Ltd.,Auto & Auto Components,Panels & Auto Ancillary Products,Orange,In Production,0.6,13,8,transconp@gmail.com,7536459503,1-Dec-05,Yes,16-Dec-17,Yes,5-Apr-18,,16-May-18,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ptn_0IIDC_20, 21",IIE Pantnagar, Udham Singh Nagar,STAR CAST,"20, 21",0IIDC,1644,1644,1672.57,Proprietor,Auto & Auto Components,"MANUFACTURING OF ALUMINIUM AND S.S, AUTOMOBILE AND LOCOMOTIVE CAST COMPONENTS ETC",Orange,Closed,0.62,20,-,infostarcast@gmail.com,9212607700,18-Jul-05,Yes,18-Oct-12,Yes,5-Nov-12,,16-Jul-13,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_22,IIE Pantnagar, Udham Singh Nagar,-,22,,,,836.023,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_23,IIE Pantnagar, Udham Singh Nagar,PURITECH,23,0IIDC,949,949,963.843,Partnership,Other,HEAVY & LIGHT SHEET METAL PRESS COMPONENT,Orange,In Production,0.95,16,10,puritechsidcul@gmail.com,"93,199,310,009,012,600,000",7-May-05,Yes,7-Sep-12,Yes,15-Sep-12,,30-Nov-12,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_24,IIE Pantnagar, Udham Singh Nagar,KAPIL ENTERPRISES,24,0IIDC,750,750,763.209,Partnership,Auto & Auto Components,Sheet Metal Components,Orange,In Production,0.75,16,10,kapilyadav@gmail.com,9927712777,30-May-11,Yes,24-Jan-12,Yes,10-Feb-12,,7-Mar-12,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_25,IIE Pantnagar, Udham Singh Nagar,Komal Metal Finishers,25,0IIDC,1295,1295,1319.2,Proprietor,Other,Process sheet metal and electroplating coating job work,RED,In Production,0.88,22,15,komalmetalpntngr@rediffmail.com,9810269231,7-May-05,Yes,24-Jun-10,Yes,25-Jun-10,,13-Oct-10,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_26,IIE Pantnagar, Udham Singh Nagar,M/s RAAJ Industries,26,0IIDC,1519,1519,1547.51,Proprietor,Other,Bricks with Sands Lime & Ash and allied products,Orange,In Production,0.4,10,7,raajindus@yahoo.co.in,9837256967,1-Jun-05,Yes,9-Nov-05,Yes,11-Nov-05,,19-Mar-10,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ptn_0IIDC_27, 28",IIE Pantnagar, Udham Singh Nagar,SHANTI REFRIGERATION INDUSTRIES PVT LTD,"27, 28",0IIDC,2662,2662,2963.7,Company Pvt. Ltd.,Electrical Equipment,"Copper Parts, S.S. Coils and other AC & Fridge Copper Fitting Parts",Green,In Production,1.13,80,50,prabhat@shanticomfort.com,9917477193,14-Jun-05,Yes,25-Jan-10,No,31-Oct-05,,15-Aug-06,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_29,IIE Pantnagar, Udham Singh Nagar,P.G.Copy Box Industries,29,0IIDC,842,842,884.864,Partnership,Other,Copy manufacturing Box Printing Works,Orange,In Production,0.13,7,7,pgboxrdr@yahoo.com,"93,596,132,197,609,700,000,000,000,000",1-Apr-05,Yes,12-Dec-05,Yes,16-May-06,,4-Nov-10,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_3,IIE Pantnagar, Udham Singh Nagar,M.R TUBES PVT LTD,3,0IIDC,1000,1000,1005.78,Company Pvt. Ltd.,Auto & Auto Components,SHEET METAL PARTS & PIPE FOR SEATS BASE ASSEMBALI AUTOMOBILES,Orange,In Production,1.66,25,18,mrtubes64@gmail.com,7055607401,10-May-06,Yes,25-Mar-10,Yes,24-Jan-14,,23-Aug-13,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_30,IIE Pantnagar, Udham Singh Nagar,SOURCE AUTOMOTIVE PARTS,30,0IIDC,842,842,892.428,Partnership,Auto & Auto Components,AUTO ELECTRICAL PARTS,Orange,In Production,0.49,15,10,harvinder@sourceauto.co.in,9350513211,15-Apr-05,Yes,2-Jun-05,Yes,21-Apr-06,,5-Oct-06,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_31,IIE Pantnagar, Udham Singh Nagar,ASHOK METAL INDUSTRIES,31,0IIDC,842,842,914.395,Partnership,Auto & Auto Components,Auto Components,Orange,In Production,0.56,12,8,ashokmetalindustries@gmail.com,7351659595,13-Aug-05,Yes,22-Jan-13,Yes,30-Jan-13,,10-Oct-13,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_32,IIE Pantnagar, Udham Singh Nagar,SAG RUBBER INDUSTRIES,32,0IIDC,900,900,902.723,Proprietor,Auto & Auto Components,"Crumb Rubber, Reclaimed rubber and rubber auto parts",RED,In Production,0.27,24,18,"ajaykumar_to@yahoo.co.in,sagrubberind@yahoo.com","98,371,668,839,690,000,000",13-Aug-05,Yes,27-Dec-05,Yes,29-Dec-05,,1-Aug-07,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_33,IIE Pantnagar, Udham Singh Nagar,POLAR AUTO ENGG INDUSTRIES PVT LTD,33,0IIDC,822,822,843.205,Proprietor,Auto & Auto Components,Tractor Parts,Orange,In Production,0.3,20,14,"polarautorudrapurunit@gmail.com,polarautorudrapurunit1@gmail.com","999,778,808,890,274,000,000,000,000,000",1-Apr-05,Yes,18-Jul-05,Yes,18-Jul-05,,9-Aug-07,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_34,IIE Pantnagar, Udham Singh Nagar,Lal Ji Gopinath Ji Industries,34,0IIDC,822,822,840.052,Partnership,Other,Auto Components,Orange,In Production,0.76,12,8,lalit.k@lgindustries.co.in,9917468402,7-May-05,Yes,1-Apr-11,No,,,30-Mar-12,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ptn_0IIDC_35,36",IIE Pantnagar, Udham Singh Nagar,CHAWLA AUTO COMPONENTS,"35,36",0IIDC,1902,1902,1888.83,Partnership,Auto & Auto Components,"Sheet Metal Components, Refrigerator Components",Orange,Under Construction,1.06,25,15,cac@chawalaispat.com,"99,270,856,809,837,000,000",12-Dec-11,Yes,27-Jan-12,Yes,3-Feb-12,,,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ptn_0IIDC_35,36",IIE Pantnagar, Udham Singh Nagar,-,"35,36",,,,1888.83,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_37,IIE Pantnagar, Udham Singh Nagar,Mac Personal Care Pvt Ltd,37,0IIDC,822,822,841.875,Company Pvt. Ltd.,Other,Cosmetics Products,Green,In Production,0.1,36,25,info@mrbansalgroup.com,9997227208,1-Apr-05,Yes,21-May-08,Yes,18-Feb-09,,4-Mar-09,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_38,IIE Pantnagar, Udham Singh Nagar,JUPITER GASSES PVT LTD,38,0IIDC,822,822,835.073,Company Pvt. Ltd.,Other,MFG OF INDUSTRIAL GASSES,RED,In Production,1,15,10,jupitergases@gmail.com,"7500541104,0",1-Apr-05,Yes,30-Jan-09,Yes,30-Jan-09,,25-Sep-09,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_39,IIE Pantnagar, Udham Singh Nagar,CHAWLA AUTO COMPONENTS,39,0IIDC,822,822,837.573,Partnership,Auto & Auto Components,"Sheet Metal Components, Refrigerator Components",Orange,In Production,0.88,18,12,cac@chawalaispat.com,"99,270,856,809,837,000,000",1-Apr-05,Yes,16-Feb-10,Yes,18-Feb-10,,31-Mar-10,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_4,IIE Pantnagar, Udham Singh Nagar,Transcon Power Pvt Ltd,4,0IIDC,1000,1000,1005.38,Company Pvt. Ltd.,Other,Control Panel and structure fabrication etc,Orange,In Production,1.07,20,14,transconp@gmail.com,9917016777,31-Mar-06,Yes,12-Mar-10,No,,,27-Mar-10,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_40,IIE Pantnagar, Udham Singh Nagar,Balaji pneumatics & hydraulics,40,0IIDC,822,822,840.349,Proprietor,Auto & Auto Components,"Refrigeration Items, Hydraulic Ramps & Automobile Workshop Equipment",Orange,In Production,1.2,74,45,bph200@gmail.com,9837034303,15-Apr-05,Yes,6-May-06,Yes,29-May-06,,21-Oct-06,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_41,IIE Pantnagar, Udham Singh Nagar,CHAWALA AUTO COMPONENTS,41,0IIDC,1154,1154,1171.33,Partnership,Auto & Auto Components,"sheet metal components, auto components for automotives",Orange,In Production,0.78,9,6,cac@chawlaispat.com,9837034303,13-Jan-06,Yes,24-Oct-13,Yes,21-Nov-13,,31-Mar-14,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_42,IIE Pantnagar, Udham Singh Nagar,Naturence Herbals,42,0IIDC,1416,1416,1445.31,Proprietor,Other,"Herbal, Ayurvedic, and cosmetic etc",Green,In Production,1.05,119,90,"accounts@naturenceindia.com,herbal@naturenceindia.com",9897575757,1-Apr-05,Yes,19-Aug-09,Yes,22-Aug-09,,12-Sep-09,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_43,IIE Pantnagar, Udham Singh Nagar,Autocomp Corporation Panse Private Limited,43,0IIDC,1415.5,1415.5,1368.46,Company Pvt. Ltd.,Auto & Auto Components,"POWDER,COATING,PAINTING,PLATING SHEET METAL COMPONENTS,CED COATING (CATHODIC ELECTRO DEPPOSITION)",RED,In Production,1.38,33,22,santoshregode@gmail.com,9557790912,23-Jan-13,Yes,1-Mar-13,Yes,13-Mar-13,,1-Apr-13,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ptn_0IIDC_44, 44A, 45",IIE Pantnagar, Udham Singh Nagar,SIKANDS LIMITED,"44, 44A, 45",0IIDC,4248,4248,4154.16,Company Public Ltd.,Auto & Auto Components,High Tensile Fastners,Orange,In Production,3.74,37,25,naveenkumar@sikandslimited.in,"98,100,215,849,917,400,000",26-Oct-05,Yes,8-Mar-06,Yes,8-Mar-06,,1-Feb-08,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ptn_0IIDC_44, 44A, 45",IIE Pantnagar, Udham Singh Nagar,-,"44, 44A, 45",,,,4154.16,,Plot Vacant,,Plot Vacant,Vacant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_46,IIE Pantnagar, Udham Singh Nagar,CHAWLA AUTO COMPONENTS,46,0IIDC,1416,1416,1370.89,Partnership,Auto & Auto Components,Auto Components and Fabrication,Orange,In Production,1.02,35,25,cac@chawalaispat.com,"99,270,856,809,837,000,000",13-Jan-06,Yes,25-Jan-14,Yes,4-Jun-14,,16-Aug-16,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_46A,IIE Pantnagar, Udham Singh Nagar,TAURUS PARENTRALS PVT LTD,46A,0IIDC,1926,1926,1885.47,Company Pvt. Ltd.,Pharmaceuticals,Pharmaceuticals formulations,Green,In Production,0.72,26,20,tauruslab@rediffmail.com,"982,506,629,594,103,000,000,000,000,000",14-Jun-05,Yes,18-Aug-05,Yes,18-Aug-05,,20-Apr-06,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_46B,IIE Pantnagar, Udham Singh Nagar,NATIONAL PACKEGING,46B,0IIDC,1340,1340,1143.91,Partnership,Printing & Publishing,Printing Work & Packaging,Orange,Closed,1.13,30,-,nationalpackaging17@gmail.com,8449213000,16-Jan-06,Yes,7-May-08,Yes,14-May-08,,16-Jul-12,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_47,IIE Pantnagar, Udham Singh Nagar,SHIRDI ORGANICS PRIVATE LIMITED,47,0IIDC,2400,2400,2476.27,Company Pvt. Ltd.,Other,Formaldehyde and other Adhesives,RED,Alloted,57000000,19,-,dineshkapoor9@gmail.com,9837048735,15-Jul-17,Yes,5-Aug-17,Yes,11-Aug-17,,,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptn_0IIDC_48,IIE Pantnagar, Udham Singh Nagar,SRINISONS WIRING SYSTEMS PVT LTD,48,0IIDC,1240,1196,1334.87,Company Pvt. Ltd.,Auto & Auto Components,Automotive Components such as wiring Harness etc.,Orange,In Production,3.85,146,80,planthead.rudurpur@srinisons.com,9871394563,22-May-13,Yes,7-Sep-13,Yes,19-Dec-13,,1-Jan-16,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
